Ticker,Price,Market Cap,Date
NYAN,0.0003291,18740.97,01/05/2014
LGBT,0.00001829,18225.66,01/05/2014
CORG,2.931E-7,16728.75,01/05/2014
ADN,0.004637,16726.25,01/05/2014
XJO,0.002408,16555.66,01/05/2014
POP,0.000009147,16026.54,01/05/2014
GLB,0.01097,15943.64,01/05/2014
SBC,0.001229,15729.59,01/05/2014
MTS,0.004619,15676.56,01/05/2014
SMC,0.001204,15639.44,01/05/2014
ARI,0.0002518,15487.58,01/05/2014
TAK,0.00008762,14890.57,01/05/2014
CASH,0.004695,13763.24,01/05/2014
CAGE,2.217E-7,13728.79,01/05/2014
VEL,0.0002744,13425.72,01/05/2014
PENG,0.000001118,12392.04,01/05/2014
RT2,0.436,12088.77,01/05/2014
LC,0.01174,11723.42,01/05/2014
GAC,0.001377,11363.07,01/05/2014
CON,0.0007598,11067.99,01/05/2014
QQC,0.0005191,10990.69,01/05/2014
ANI,0.000009147,10965.19,01/05/2014
CRC,0.0197,10834.10,01/05/2014
NRB,0.004472,10059.94,01/05/2014
GHC,0.00005031,10023.63,01/05/2014
BTC,630.23,8094127199.29,01/06/2014
LTC,11.14,321886161.81,01/06/2014
NXT,0.05721,57204901.33,01/06/2014
DASH,12.93,56209180.93,01/06/2014
PPC,2.02,43310327.77,01/06/2014
DOGE,0.0004027,32411576.04,01/06/2014
XRP,0.004092,31988958.98,01/06/2014
NMC,2.28,20355604.12,01/06/2014
BLK,0.2047,15261384.80,01/06/2014
OMNI,16.71,10349619.40,01/06/2014
PTS,4.44,7275718.14,01/06/2014
XCP,2.67,7060670.61,01/06/2014
XC,1.24,6835715.86,01/06/2014
MAID,0.01439,6512654.60,01/06/2014
VTC,0.896,4348691.41,01/06/2014
QRK,0.01605,3978265.46,01/06/2014
XPM,0.5918,3452777.28,01/06/2014
FTC,0.06105,2738997.85,01/06/2014
MTC,0.3693,2687371.32,01/06/2014
AUR,0.2413,2622490.58,01/06/2014
QORA,0.000255,2549969.07,01/06/2014
ZET,0.01461,2345015.05,01/06/2014
MEC,0.09263,2196407.05,01/06/2014
YBC,1.29,1998441.98,01/06/2014
NVC,2.41,1962014.08,01/06/2014
XMR,1.74,1934459.52,01/06/2014
IFC,0.00001769,1602038.73,01/06/2014
IXC,0.07971,1580091.69,01/06/2014
WDC,0.024,1365997.62,01/06/2014
MAX,0.06304,1346145.22,01/06/2014
BIL,0.0001604,1269133.96,01/06/2014
BTL,0.0004902,1234317.38,01/06/2014
ANC,1.05,1039565.87,01/06/2014
CINNI,0.05204,781203.08,01/06/2014
CAIx,0.4008,642067.11,01/06/2014
DVC,0.00009098,636989.12,01/06/2014
RDD,0.00002395,587158.17,01/06/2014
POT,0.004875,573975.51,01/06/2014
GRCX,0.02458,565875.15,01/06/2014
NYC,0.000006459,525090.97,01/06/2014
UNO,2.82,522993.23,01/06/2014
FLT,0.002699,513623.54,01/06/2014
SPC,0.02517,505073.92,01/06/2014
NAS,0.00005033,503311.68,01/06/2014
HBN,0.1064,494496.15,01/06/2014
EDU,0.00000642,488912.20,01/06/2014
MINT,0.00002546,487572.13,01/06/2014
KARMA,0.000008413,460447.06,01/06/2014
XMY,0.00149,430831.88,01/06/2014
USDE,0.0005799,427440.32,01/06/2014
PND,0.00001307,418805.81,01/06/2014
APC,0.02279,402365.48,01/06/2014
TRC,0.05615,371404.80,01/06/2014
TIX,0.00000538,359812.51,01/06/2014
DGC,0.02176,338097.99,01/06/2014
BOST,0.0342,336526.18,01/06/2014
NRS,0.1514,331270.94,01/06/2014
XLB,0.01991,328649.65,01/06/2014
GLC,0.01045,326457.32,01/06/2014
FRC,0.007048,323961.48,01/06/2014
SILK,0.01051,322790.19,01/06/2014
I0C,0.01513,308890.55,01/06/2014
PRT,0.0004098,288791.90,01/06/2014
CURE,0.1992,279842.59,01/06/2014
DGB,0.0002254,265080.98,01/06/2014
MAST,0.107,262654.01,01/06/2014
TEK,0.2593,259208.90,01/06/2014
NET,0.0009507,255874.30,01/06/2014
ZEIT,0.000009179,249219.69,01/06/2014
CLR,0.02962,243632.27,01/06/2014
MONA,0.0302,229517.68,01/06/2014
LGD,0.1018,227888.97,01/06/2014
ENC,0.02042,218260.19,01/06/2014
CBX,0.2275,216391.04,01/06/2014
NAUT,0.06682,213360.87,01/06/2014
UNC,0.02519,211329.72,01/06/2014
ECC,0.00001237,209119.02,01/06/2014
SRC,0.1068,207857.15,01/06/2014
AC,0.001172,205324.56,01/06/2014
HOT,0.03775,196512.37,01/06/2014
UTC,0.01253,193999.65,01/06/2014
COMM,0.0001874,193274.37,01/06/2014
TAG,0.1271,186863.57,01/06/2014
ITC,0.00263,185282.44,01/06/2014
JPC,0.00006916,181704.02,01/06/2014
XWC,0.0005847,176866.74,01/06/2014
TIPS,6.748E-7,176534.83,01/06/2014
SXC,0.002443,175380.28,01/06/2014
CACH,0.5131,170531.19,01/06/2014
CAP,0.04419,163026.47,01/06/2014
NLG,0.0007109,161654.30,01/06/2014
NOBL,0.0001198,157617.53,01/06/2014
EXE,0.01508,147238.50,01/06/2014
EXC,0.04109,142653.98,01/06/2014
SYNC,143.19,142331.86,01/06/2014
VRC,0.005297,141745.94,01/06/2014
MRC,0.000005029,139403.29,01/06/2014
RIC,0.04276,137489.30,01/06/2014
DIEM,0.000006291,135791.23,01/06/2014
PTC,0.003914,134852.07,01/06/2014
WATER,0.0002705,134425.16,01/06/2014
RBY,0.007197,132922.70,01/06/2014
GRS,0.002992,132454.22,01/06/2014
FST,0.001609,132024.05,01/06/2014
MMC,0.01793,123857.09,01/06/2014
SLR,0.006354,123079.90,01/06/2014
XBC,2.20,121879.55,01/06/2014
MNC,0.06887,118547.40,01/06/2014
BQC,0.003265,116530.61,01/06/2014
BTB,9.96,114702.78,01/06/2014
PHS,0.05683,114672.16,01/06/2014
YAC,0.004962,114255.18,01/06/2014
RED,0.002412,108982.18,01/06/2014
NOTE,0.001219,106128.14,01/06/2014
COL,3.326E-7,104066.94,01/06/2014
SHARE,0.001007,101809.08,01/06/2014
CRT,2.40,97859.59,01/06/2014
PINK,0.0002642,96179.06,01/06/2014
LEAF,0.000006302,95968.50,01/06/2014
CESC,0.000195,93500.30,01/06/2014
FAIR,0.001862,93147.92,01/06/2014
MAZA,0.0002319,92788.41,01/06/2014
SCOT,0.00009437,92483.60,01/06/2014
SAT,0.00001258,91059.34,01/06/2014
OC,0.001743,89047.96,01/06/2014
LOT,0.000006302,84178.66,01/06/2014
QCN,0.5492,81040.74,01/06/2014
ZS,0.02055,79572.52,01/06/2014
FRK,0.2868,79275.07,01/06/2014
CRYPT,0.0453,78047.37,01/06/2014
HEX,0.000006432,77260.90,01/06/2014
QBC,0.00346,74871.40,01/06/2014
TOP,0.000006351,73155.87,01/06/2014
BTCS,0.01338,72643.10,01/06/2014
EFL,0.005545,70902.22,01/06/2014
DMD,0.1903,70328.28,01/06/2014
MEOW,0.000006302,67695.35,01/06/2014
42,10555.59,67212.53,01/06/2014
LKY,0.004223,66548.26,01/06/2014
FLAP,0.000001151,64696.25,01/06/2014
XSI,0.008906,63819.09,01/06/2014
BST,0.0005678,61659.85,01/06/2014
KDC,0.008408,61554.01,01/06/2014
EAC,0.00001889,60206.25,01/06/2014
HUC,0.02754,59118.71,01/06/2014
HIRO,0.00114,57066.31,01/06/2014
YC,0.001318,55625.77,01/06/2014
MMXIV,36.49,54534.45,01/06/2014
PAWN,0.007189,53803.02,01/06/2014
DEM,0.006466,53746.97,01/06/2014
888,0.002416,51581.58,01/06/2014
EMC2,0.0004966,51405.26,01/06/2014
ADN,0.006353,51112.61,01/06/2014
SUM,0.002203,50955.36,01/06/2014
XSV,0.002837,50664.92,01/06/2014
MOON,4.461E-7,49721.24,01/06/2014
CSC,0.002124,48014.13,01/06/2014
SPA,0.00161,47934.04,01/06/2014
XXL,1.11E-7,47418.00,01/06/2014
BLC,0.017,46876.35,01/06/2014
ASC,0.00008733,45328.33,01/06/2014
QB,0.004089,44955.34,01/06/2014
ELC,0.1166,43641.10,01/06/2014
FLO,0.0009134,42900.34,01/06/2014
Q2C,0.0001744,41505.39,01/06/2014
MRY,0.001749,38858.72,01/06/2014
ORB,0.02837,38719.28,01/06/2014
MON,0.07253,38579.91,01/06/2014
ZED,0.003524,37737.85,01/06/2014
FZ,0.005192,36854.89,01/06/2014
DTC,0.02122,36358.30,01/06/2014
NEC,0.006337,35699.52,01/06/2014
GLC,0.000813,35235.52,01/06/2014
HVC,0.001557,34861.80,01/06/2014
CTM,5.445E-7,34102.63,01/06/2014
BDG,0.005462,34074.97,01/06/2014
CCN,0.0283,33677.31,01/06/2014
PIG,0.0001376,33547.21,01/06/2014
ZTC,0.008237,33426.06,01/06/2014
DRM,0.01836,32481.89,01/06/2014
BCX,0.003302,31158.16,01/06/2014
CAT,0.0213,30620.19,01/06/2014
ISR,0.008909,30425.57,01/06/2014
TEA,0.0007332,29754.22,01/06/2014
NRB,0.01294,29127.90,01/06/2014
MUN,0.001158,28759.97,01/06/2014
PLNC,0.004404,28585.02,01/06/2014
ARI,0.0003781,28031.82,01/06/2014
ARG,0.01891,27828.15,01/06/2014
SHIBE,0.0001104,27477.27,01/06/2014
HC,0.002768,27441.45,01/06/2014
BET,0.002225,27216.35,01/06/2014
BLU,0.000104,26807.26,01/06/2014
EBT,0.0001699,26656.91,01/06/2014
RPC,0.3671,26135.33,01/06/2014
DOPE,0.0004664,25467.56,01/06/2014
TES,0.0004538,25141.65,01/06/2014
LGBT,0.00002517,25093.24,01/06/2014
KAR,0.002202,23334.00,01/06/2014
BTE,0.009151,22503.87,01/06/2014
CCX,0.000006291,22230.01,01/06/2014
BTG,0.8208,21804.25,01/06/2014
EMO,4.336E-7,21707.14,01/06/2014
365,251.66,21189.05,01/06/2014
YANG,0.001176,21176.84,01/06/2014
XJO,0.00266,21031.64,01/06/2014
XDQ,0.3229,20839.03,01/06/2014
MARS,0.003693,20692.12,01/06/2014
CASH,0.005244,19740.99,01/06/2014
ENRG,0.0001783,19717.09,01/06/2014
PXC,0.001322,19529.73,01/06/2014
SPT,0.003996,19317.46,01/06/2014
SBC,0.001349,18406.98,01/06/2014
JKC,0.001646,18291.17,01/06/2014
CGA,0.4468,18287.00,01/06/2014
QQC,0.0008022,17132.41,01/06/2014
LTCX,0.1335,17031.97,01/06/2014
VEL,0.0003217,16154.87,01/06/2014
YIN,0.0008745,15741.07,01/06/2014
XPD,0.0004665,15698.94,01/06/2014
STL,0.006273,15670.64,01/06/2014
HIC,0.001567,15669.49,01/06/2014
SMC,0.001059,15463.91,01/06/2014
OSC,0.003165,15000.58,01/06/2014
OMC,0.008179,14994.90,01/06/2014
CTZ,0.00002517,14654.17,01/06/2014
GRUMP,7.773E-7,14605.63,01/06/2014
LTB,0.1079,14410.40,01/06/2014
GUN,0.0002642,14311.01,01/06/2014
VGC,0.002231,14093.65,01/06/2014
CRC,0.02269,13823.30,01/06/2014
AIM,0.0004471,13413.10,01/06/2014
WIN,0.0008179,13211.63,01/06/2014
BITS,0.0008668,13180.12,01/06/2014
CORG,2.081E-7,13136.33,01/06/2014
PMC,0.02528,12613.97,01/06/2014
UNB,0.0086,12376.75,01/06/2014
LCP,0.05348,11841.98,01/06/2014
FRQ,0.00005286,11820.89,01/06/2014
PENG,7.808E-7,11232.08,01/06/2014
AIR,0.003888,10789.38,01/06/2014
LYC,0.00006291,10669.53,01/06/2014
NYAN,0.000145,10435.26,01/06/2014
CAGE,1.652E-7,10243.90,01/06/2014
BEN,0.004141,10051.73,01/06/2014
BTC,640.81,8311322251.41,01/07/2014
LTC,7.79,232339334.41,01/07/2014
NXT,0.06209,62090124.43,01/07/2014
DASH,7.90,35002956.63,01/07/2014
PPC,1.39,29958395.85,01/07/2014
XRP,0.003623,28326172.36,01/07/2014
DOGE,0.0002588,22067667.32,01/07/2014
NMC,1.78,16295696.34,01/07/2014
BLK,0.142,10587614.40,01/07/2014
OMNI,15.54,9624426.00,01/07/2014
BCN,0.00005119,8022415.41,01/07/2014
PTS,4.54,7468591.74,01/07/2014
MAID,0.01648,7457665.41,01/07/2014
VRC,0.2744,7347458.85,01/07/2014
XCP,2.05,5436261.90,01/07/2014
XC,0.8012,4418634.48,01/07/2014
ZET,0.02716,4362417.52,01/07/2014
XMR,2.35,4239460.95,01/07/2014
QRK,0.01569,3889980.44,01/07/2014
NTR,0.01672,3518350.12,01/07/2014
VTC,0.5134,2931264.74,01/07/2014
QORA,0.0002252,2252364.21,01/07/2014
KARMA,0.00003801,2229788.48,01/07/2014
FTC,0.0448,2146965.12,01/07/2014
XPM,0.342,2132125.04,01/07/2014
START,0.04285,1831621.70,01/07/2014
POT,0.01403,1794377.90,01/07/2014
WDC,0.02807,1667295.12,01/07/2014
AUR,0.1503,1649660.88,01/07/2014
IFC,0.00001778,1610128.40,01/07/2014
YBC,0.9603,1590505.98,01/07/2014
MEC,0.05913,1427745.65,01/07/2014
NEM,1798.02,1393465.04,01/07/2014
NVC,1.43,1206779.29,01/07/2014
CLOAK,0.2536,1144530.62,01/07/2014
RDD,0.00003932,1024833.63,01/07/2014
RZR,0.6655,1021722.09,01/07/2014
IXC,0.05001,1011352.55,01/07/2014
MAX,0.03906,913736.72,01/07/2014
ANC,0.7914,843473.63,01/07/2014
MIN,0.02946,793671.56,01/07/2014
CRYPT,0.2365,709739.88,01/07/2014
CINNI,0.04502,676362.79,01/07/2014
MINT,0.00003442,666454.70,01/07/2014
JPC,0.0001719,663146.20,01/07/2014
BIL,0.00008076,655235.82,01/07/2014
DVC,0.00008532,614246.26,01/07/2014
USDE,0.0007101,585283.87,01/07/2014
EDU,0.000006571,576421.16,01/07/2014
NYC,0.000006403,575186.79,01/07/2014
TEK,0.3776,516379.12,01/07/2014
NAS,0.00005122,512231.27,01/07/2014
NAUT,0.1355,509963.06,01/07/2014
FC2,0.0001153,479795.38,01/07/2014
GUE,0.1044,470010.29,01/07/2014
UNO,2.39,451640.07,01/07/2014
MTC,0.06125,446637.86,01/07/2014
VOOT,0.006403,441156.74,01/07/2014
SUPER,0.02981,439357.76,01/07/2014
XMY,0.001068,400543.97,01/07/2014
GRCX,0.01585,398313.40,01/07/2014
GLC,0.01258,397906.42,01/07/2014
BBR,0.6988,391625.32,01/07/2014
BOST,0.03194,373998.25,01/07/2014
HBN,0.06045,306739.74,01/07/2014
TRC,0.04428,292882.84,01/07/2014
SAT,0.00003845,287937.47,01/07/2014
TIX,0.000004297,287334.14,01/07/2014
DGB,0.000234,282871.97,01/07/2014
PND,0.000008756,280998.17,01/07/2014
BTL,0.0001103,278000.21,01/07/2014
FRC,0.005954,273682.75,01/07/2014
CBX,0.2562,244012.73,01/07/2014
CAIx,0.1501,240925.12,01/07/2014
APC,0.01292,239314.20,01/07/2014
FLT,0.001251,238044.73,01/07/2014
URO,0.8452,234206.58,01/07/2014
XWC,0.000773,233962.57,01/07/2014
UTC,0.01409,232997.40,01/07/2014
SCOT,0.0002369,232169.09,01/07/2014
DGC,0.01447,231470.91,01/07/2014
CHA,0.4489,231348.50,01/07/2014
AC,0.001257,225346.38,01/07/2014
WKC,0.09754,224034.66,01/07/2014
PTC,0.005056,210582.06,01/07/2014
I0C,0.01025,209825.79,01/07/2014
SYNC,209.04,209035.61,01/07/2014
ZS,0.05336,207651.67,01/07/2014
NRS,0.08531,203149.41,01/07/2014
NOTE,0.002265,199998.87,01/07/2014
888,0.00769,190964.25,01/07/2014
CAP,0.04565,185240.64,01/07/2014
SILK,0.004288,185206.78,01/07/2014
BURN,0.08047,175475.87,01/07/2014
NET,0.000621,171551.60,01/07/2014
CLR,0.01956,171341.86,01/07/2014
EXC,0.04934,171299.20,01/07/2014
ROX,0.0333,149836.96,01/07/2014
NOBL,0.0000961,146067.89,01/07/2014
SXC,0.001961,145377.08,01/07/2014
C2,0.001453,145311.21,01/07/2014
TAC,0.02563,143730.16,01/07/2014
NLG,0.0005858,143293.68,01/07/2014
COMM,0.0001365,142388.18,01/07/2014
DIEM,0.000006487,140007.69,01/07/2014
MNC,0.07956,136954.94,01/07/2014
PRT,0.0001922,136276.69,01/07/2014
HUC,0.05319,136248.42,01/07/2014
CURE,0.08414,122865.04,01/07/2014
NAV,0.002247,121998.09,01/07/2014
BQC,0.003316,119028.06,01/07/2014
WATER,0.0002369,117718.01,01/07/2014
RIC,0.0289,117332.69,01/07/2014
EMC2,0.001014,116350.33,01/07/2014
RBY,0.00575,115633.85,01/07/2014
GLYPH,0.08024,114669.22,01/07/2014
SRC,0.05261,113657.82,01/07/2014
TIPS,4.018E-7,110553.88,01/07/2014
FRAC,0.2484,110406.25,01/07/2014
EXE,0.008664,109323.86,01/07/2014
CACH,0.326,108361.11,01/07/2014
DMD,0.2326,108072.96,01/07/2014
PINK,0.0002955,107553.48,01/07/2014
UNC,0.0126,105690.27,01/07/2014
MAST,0.04157,102390.92,01/07/2014
YAC,0.003952,98431.35,01/07/2014
LEAF,0.000006406,98157.41,01/07/2014
TAG,0.05978,97030.08,01/07/2014
BTB,7.79,94438.40,01/07/2014
MAMM,0.018,92513.87,01/07/2014
LOT,0.000006408,92109.37,01/07/2014
XLB,0.005412,89350.79,01/07/2014
VVV,0.03246,88313.98,01/07/2014
OC,0.001658,85051.72,01/07/2014
EFL,0.006249,83270.72,01/07/2014
XBC,1.42,78358.08,01/07/2014
SHA,0.0002241,77441.59,01/07/2014
COL,2.338E-7,73161.58,01/07/2014
MMC,0.0105,72509.79,01/07/2014
XSI,0.009606,70497.62,01/07/2014
CSC,0.003076,69535.85,01/07/2014
GOOD,0.001234,68497.20,01/07/2014
VGC,0.007644,67968.51,01/07/2014
QBC,0.003041,67132.02,01/07/2014
SPA,0.002145,66312.55,01/07/2014
XDN,0.00001921,66168.93,01/07/2014
GRS,0.001343,65106.06,01/07/2014
MEOW,0.000005365,64619.54,01/07/2014
SLR,0.002943,64568.23,01/07/2014
ADN,0.005631,64279.21,01/07/2014
ABY,0.0002241,64001.88,01/07/2014
MAZA,0.0001282,62945.76,01/07/2014
QCN,0.2057,59652.33,01/07/2014
PIGGY,0.0001202,56885.78,01/07/2014
MRY,0.002403,56667.91,01/07/2014
ENRG,0.0005058,56205.64,01/07/2014
TES,0.0009269,56085.39,01/07/2014
ORB,0.03662,55882.30,01/07/2014
DEM,0.005883,55175.28,01/07/2014
PHS,0.02638,54594.76,01/07/2014
BBL,0.02389,54484.51,01/07/2014
MRC,0.000001908,54219.42,01/07/2014
HVC,0.0008712,53637.03,01/07/2014
LOL,0.02166,53441.21,01/07/2014
HYPER,0.01696,51708.61,01/07/2014
MOON,3.899E-7,49082.37,01/07/2014
EAC,0.00001296,47309.43,01/07/2014
MOTO,0.01921,47257.56,01/07/2014
FST,0.0005296,45322.50,01/07/2014
EBT,0.0002884,45321.52,01/07/2014
BLC,0.01455,44817.88,01/07/2014
SFR,0.003976,44503.45,01/07/2014
FRK,0.1472,44416.45,01/07/2014
ZED,0.003873,43316.19,01/07/2014
AIM,0.001442,43305.60,01/07/2014
BTCS,0.007043,42895.78,01/07/2014
42,4822.39,42829.53,01/07/2014
XGR,0.003502,39969.89,01/07/2014
SPC,0.03582,39745.06,01/07/2014
NRB,0.01762,39671.74,01/07/2014
KTK,0.002296,39157.64,01/07/2014
ZEIT,0.000001434,38925.00,01/07/2014
FAIR,0.0007683,38431.89,01/07/2014
LKY,0.002275,36967.38,01/07/2014
MON,0.03218,32956.27,01/07/2014
YC,0.0007694,32491.86,01/07/2014
ECC,0.000001894,32127.19,01/07/2014
GUN,0.0005378,31287.41,01/07/2014
BLZ,0.0004674,30700.08,01/07/2014
HIRO,0.0004453,29923.05,01/07/2014
LGD,0.00644,29889.67,01/07/2014
THC,0.0003009,29729.33,01/07/2014
BDG,0.004674,29345.88,01/07/2014
PAWN,0.003848,28859.34,01/07/2014
FLO,0.0004992,28191.28,01/07/2014
DTC,0.01624,27825.02,01/07/2014
RPC,0.2935,27194.41,01/07/2014
ISR,0.007799,26634.94,01/07/2014
ARI,0.0003268,26512.65,01/07/2014
GLC,0.0005447,26470.87,01/07/2014
FCN,0.07757,26213.63,01/07/2014
FLAP,4.615E-7,25952.65,01/07/2014
QB,0.002343,25861.15,01/07/2014
HMY,0.007306,25629.65,01/07/2014
BLU,0.00006559,24713.51,01/07/2014
CTM,3.897E-7,24407.45,01/07/2014
MNR,0.00954,24335.18,01/07/2014
CCN,0.01393,24084.83,01/07/2014
XDQ,0.141,23834.96,01/07/2014
BCH,0.004264,23811.31,01/07/2014
BET,0.00173,23486.46,01/07/2014
GDN,0.007607,23249.53,01/07/2014
BTE,0.009413,23149.45,01/07/2014
CRT,0.4999,23049.24,01/07/2014
ASC,0.00004209,22646.08,01/07/2014
KDC,0.003093,22639.58,01/07/2014
COOL,0.0002177,22277.42,01/07/2014
DIME,1.021E-7,22100.84,01/07/2014
DIS,0.001593,22079.85,01/07/2014
NEC,0.003656,21995.57,01/07/2014
KORE,0.01732,21627.99,01/07/2014
PXC,0.001329,21436.86,01/07/2014
CAT,0.01451,21212.60,01/07/2014
BTG,0.7554,20581.78,01/07/2014
MMXIV,9.96,20008.82,01/07/2014
XSV,0.001082,19497.57,01/07/2014
LGC,0.005449,19397.53,01/07/2014
ELC,0.05059,19386.78,01/07/2014
MARS,0.003255,19004.26,01/07/2014
BITS,0.001223,18813.92,01/07/2014
JKC,0.001637,18777.38,01/07/2014
UNB,0.01274,18724.64,01/07/2014
DRM,0.01039,18431.67,01/07/2014
AIR,0.006256,17882.42,01/07/2014
XJO,0.001922,17086.98,01/07/2014
HOT,0.003201,16666.24,01/07/2014
DIG,0.0008644,16562.24,01/07/2014
LTB,0.1015,16467.66,01/07/2014
EMO,3.261E-7,16324.51,01/07/2014
Q2C,0.00006566,15625.09,01/07/2014
SMC,0.001012,15522.08,01/07/2014
BCX,0.001429,15245.45,01/07/2014
OSC,0.003204,15187.63,01/07/2014
SPT,0.002288,15046.52,01/07/2014
SBC,0.001064,15034.27,01/07/2014
CASH,0.003249,14789.48,01/07/2014
XPD,0.000333,14679.14,01/07/2014
365,128.06,14581.70,01/07/2014
TEA,0.000356,14507.59,01/07/2014
TOP,6.235E-7,14256.69,01/07/2014
SHIBE,0.00004735,14229.62,01/07/2014
SHOP,0.05133,13177.16,01/07/2014
CGA,0.3208,13132.17,01/07/2014
GOAL,0.04865,13013.55,01/07/2014
ARG,0.008734,12855.45,01/07/2014
ANI,0.000006408,11767.90,01/07/2014
LGBT,0.00001172,11692.24,01/07/2014
GRE,0.0001665,11050.46,01/07/2014
CFC,0.0001088,10965.88,01/07/2014
ITC,0.0001537,10828.85,01/07/2014
CRC,0.01724,10506.34,01/07/2014
BEN,0.004152,10080.43,01/07/2014
BTC,594.92,7786790644.73,01/08/2014
LTC,7.70,236842447.33,01/08/2014
NXT,0.04458,44584122.47,01/08/2014
XRP,0.005369,44307695.37,01/08/2014
PPC,1.19,25761578.25,01/08/2014
DASH,5.64,25521300.11,01/08/2014
BTS,0.009587,19172589.49,01/08/2014
DOGE,0.0002109,18721334.37,01/08/2014
NMC,1.59,15061444.84,01/08/2014
MAID,0.02566,11614681.83,01/08/2014
MONA,0.7177,7446058.90,01/08/2014
PTS,4.27,7073020.89,01/08/2014
XMR,2.67,6670825.07,01/08/2014
XCP,2.49,6591707.16,01/08/2014
BLK,0.08687,6483706.45,01/08/2014
CLOAK,1.41,6363732.80,01/08/2014
XC,0.98,5411126.57,01/08/2014
RDD,0.0001501,4043347.79,01/08/2014
BCN,0.00002379,3783024.60,01/08/2014
OMNI,5.34,3005137.14,01/08/2014
QRK,0.01177,2920990.95,01/08/2014
ZET,0.01661,2667804.55,01/08/2014
VRC,0.09546,2558827.29,01/08/2014
NTR,0.01189,2502340.42,01/08/2014
VIA,0.2237,2306649.92,01/08/2014
XPM,0.2732,1810831.63,01/08/2014
FTC,0.03545,1807105.61,01/08/2014
IFC,0.00001793,1623871.13,01/08/2014
YBC,0.7524,1355611.83,01/08/2014
KEY,1.41,1292303.97,01/08/2014
MEC,0.05225,1285108.02,01/08/2014
VTC,0.1797,1183941.10,01/08/2014
BTCD,0.9794,1154468.55,01/08/2014
KARMA,0.0000178,1072036.78,01/08/2014
QORA,0.0001072,1071709.34,01/08/2014
SDC,0.1652,1062452.70,01/08/2014
URO,2.27,1027269.83,01/08/2014
NVC,1.32,1016062.05,01/08/2014
WDC,0.01429,879647.91,01/08/2014
NEM,1070.02,829267.97,01/08/2014
POT,0.005835,801305.29,01/08/2014
JLH,0.07733,773331.30,01/08/2014
IXC,0.03498,715221.97,01/08/2014
FIMK,0.001933,702554.00,01/08/2014
NAS,0.00006322,632179.73,01/08/2014
MAX,0.02599,627136.62,01/08/2014
UNO,3.14,595587.78,01/08/2014
ANC,0.4985,567508.08,01/08/2014
SYNC,478.82,532316.24,01/08/2014
DVC,0.00006542,481784.36,01/08/2014
BIL,0.00005666,459695.47,01/08/2014
NOTE,0.004953,442921.37,01/08/2014
MTC,0.05919,432197.34,01/08/2014
GLC,0.01287,411775.63,01/08/2014
NAUT,0.07638,356517.34,01/08/2014
MINT,0.00001804,351928.68,01/08/2014
JPC,0.00007137,331042.48,01/08/2014
CRYPT,0.08785,325140.15,01/08/2014
MIN,0.01089,293719.40,01/08/2014
DGB,0.0002348,291723.55,01/08/2014
VOOT,0.004185,288530.61,01/08/2014
RZR,0.1446,283089.75,01/08/2014
NYC,0.000002838,268537.39,01/08/2014
APC,0.01295,247886.85,01/08/2014
PINK,0.0006795,247378.25,01/08/2014
USDE,0.0002574,227562.51,01/08/2014
BLU,0.0004221,223376.00,01/08/2014
DGC,0.01338,218122.22,01/08/2014
XDN,0.00004261,217916.72,01/08/2014
SCOT,0.0002605,200044.19,01/08/2014
XMY,0.0004325,198626.24,01/08/2014
TRC,0.02977,196912.98,01/08/2014
I0C,0.009525,195132.01,01/08/2014
CBX,0.1962,187066.65,01/08/2014
CHA,0.357,183569.49,01/08/2014
QBC,0.008091,182239.15,01/08/2014
BBR,0.1935,180097.73,01/08/2014
NOBL,0.0001024,175849.51,01/08/2014
NAV,0.003071,175034.88,01/08/2014
PND,0.000005227,167983.48,01/08/2014
AUR,0.1009,167023.99,01/08/2014
TIX,0.000002439,163123.13,01/08/2014
HBN,0.02915,161378.19,01/08/2014
UTC,0.009382,160935.23,01/08/2014
AM,0.02261,160258.80,01/08/2014
WATER,0.0002975,156969.45,01/08/2014
XWC,0.0005087,154065.27,01/08/2014
FRC,0.003235,148705.81,01/08/2014
CINNI,0.009757,146655.56,01/08/2014
WKC,0.05893,144635.22,01/08/2014
SILK,0.003208,138580.65,01/08/2014
XST,0.006663,138392.28,01/08/2014
SFR,0.01027,136398.18,01/08/2014
BOST,0.01135,132956.16,01/08/2014
AC,0.0006794,125758.83,01/08/2014
HYPER,0.03956,124548.06,01/08/2014
KORE,0.09067,119956.58,01/08/2014
SUPER,0.008028,118330.26,01/08/2014
CURE,0.07773,117417.34,01/08/2014
UNC,0.01392,116765.49,01/08/2014
NET,0.0004047,115629.40,01/08/2014
FLT,0.0005776,114523.60,01/08/2014
EAC,0.00002789,112092.94,01/08/2014
CYC,0.0596,111208.19,01/08/2014
TEK,0.06046,110542.74,01/08/2014
ECC,0.000006445,109325.85,01/08/2014
TAG,0.06088,108141.26,01/08/2014
SRC,0.04534,102853.76,01/08/2014
RBY,0.00443,94232.76,01/08/2014
GRCX,0.003363,91801.19,01/08/2014
CLR,0.01255,91738.46,01/08/2014
888,0.003343,90137.05,01/08/2014
NFD,0.00001785,89237.40,01/08/2014
DIEM,0.00000404,87261.89,01/08/2014
XXX,0.002319,84439.38,01/08/2014
BCX,0.001291,78170.89,01/08/2014
PSEUD,0.03545,77390.12,01/08/2014
RIC,0.01542,76246.68,01/08/2014
