Ticker,Price,Market Cap,Date,Stablecoin
PTT,0.000144,340040.47,01/01/2019,False
USNBT,0.03087,338992.18,01/01/2019,False
SHB,1.56,338677.43,01/01/2019,False
BBO,0.0009963,336979.39,01/01/2019,False
TCC,0.001955,334490.85,01/01/2019,False
PMNT,0.0005407,330497.08,01/01/2019,False
SGN,0.003734,329073.45,01/01/2019,False
EXMR,0.02747,328278.78,01/01/2019,False
SND,0.03025,325479.2,01/01/2019,False
METM,0.004578,325035.32,01/01/2019,False
HYP,0.0002337,321751.16,01/01/2019,False
GIO,0.0004209,321634.64,01/01/2019,False
NTRN,0.008162,319317.71,01/01/2019,False
UNIT,0.02,317740.92,01/01/2019,False
CL,0.004467,315656.19,01/01/2019,False
MONK,0.07101,314581.69,01/01/2019,False
SKC,0.02316,313624.85,01/01/2019,False
WRC,0.001755,312579.56,01/01/2019,False
CAT,0.04201,309195.92,01/01/2019,False
RUP,0.01181,305504.46,01/01/2019,False
SCT,0.03657,305415.95,01/01/2019,False
WAND,0.0249,304932.57,01/01/2019,False
BEAT,0.002567,301912.05,01/01/2019,False
IFT,0.001577,301764.95,01/01/2019,False
FORK,0.05837,299461.05,01/01/2019,False
XMCC,0.03573,292805.14,01/01/2019,False
XBP,0.0008137,286284.25,01/01/2019,False
CCRB,0.01148,283539.56,01/01/2019,False
TIC,2.477e-05,283525.79,01/01/2019,False
PENG,4.892e-05,281872.31,01/01/2019,False
ORS,0.004675,281292.54,01/01/2019,False
ZXC,0.002438,280350.68,01/01/2019,False
BOE,0.01875,275528.81,01/01/2019,False
RPD,0.0001126,271139.45,01/01/2019,False
MFG,0.001529,268374.55,01/01/2019,False
AUX,0.002653,267214.98,01/01/2019,False
XCLR,0.000501,264446.05,01/01/2019,False
BEET,0.00156,262415.51,01/01/2019,False
SCRIV,0.01056,261279.94,01/01/2019,False
IONC,0.002607,260616.83,01/01/2019,False
CFL,0.002828,260285.09,01/01/2019,False
ETHO,0.01366,254643.84,01/01/2019,False
WOMEN,5.182e-06,251100.9,01/01/2019,False
EZT,0.0218,250863.24,01/01/2019,False
BTK,2.542e-05,246158.0,01/01/2019,False
BON,0.02172,245250.08,01/01/2019,False
NLX,0.006038,244417.59,01/01/2019,False
ENTS,1.486e-05,244362.26,01/01/2019,False
ZET,0.001433,242351.26,01/01/2019,False
MAO,0.03738,235829.78,01/01/2019,False
LNC,0.001948,234086.86,01/01/2019,False
NAVI,0.0009627,233512.57,01/01/2019,False
CYFM,4.473e-06,229003.21,01/01/2019,False
SPF,0.004273,227691.93,01/01/2019,False
FID,0.001927,227087.15,01/01/2019,False
XMCT,0.002301,222103.03,01/01/2019,False
AIX,0.009952,221409.22,01/01/2019,False
DTX,0.009983,220622.07,01/01/2019,False
KLN,0.3148,220531.08,01/01/2019,False
AKA,0.01145,219518.61,01/01/2019,False
PTS,0.001387,219130.05,01/01/2019,False
NOBS,0.0001777,217152.98,01/01/2019,False
ACM,0.03087,216487.6,01/01/2019,False
XCG,0.0262,215318.5,01/01/2019,False
ELLA,0.01669,212918.91,01/01/2019,False
OPC,0.0001143,212422.75,01/01/2019,False
GCN,1.278e-06,208436.5,01/01/2019,False
FTXT,6.088e-05,207393.74,01/01/2019,False
FND,0.004355,203512.22,01/01/2019,False
WEB,0.006043,202521.25,01/01/2019,False
ABS,0.02341,200614.13,01/01/2019,False
BIT,0.0005927,200391.13,01/01/2019,False
OCC,0.3555,197332.21,01/01/2019,False
ADI,0.0008396,196564.97,01/01/2019,False
EGEM,0.01202,195272.54,01/01/2019,False
FGC,0.01566,194673.37,01/01/2019,False
TNS,0.00384,194145.29,01/01/2019,False
ELY,0.002337,191642.8,01/01/2019,False
MTRC,0.005266,191245.99,01/01/2019,False
XDNA,0.05992,188691.36,01/01/2019,False
BTW,0.005153,187183.54,01/01/2019,False
AMM,0.01436,185651.11,01/01/2019,False
ACE,0.01576,184867.07,01/01/2019,False
JOT,0.02042,184262.93,01/01/2019,False
CDM,0.0001546,183972.94,01/01/2019,False
ITL,3.138e-05,182000.23,01/01/2019,False
ING,0.004542,181691.69,01/01/2019,False
MINTME,0.002582,181655.9,01/01/2019,False
XGS,0.02888,171109.49,01/01/2019,False
MORE,0.08525,170499.92,01/01/2019,False
HAND,2.745e-06,169923.54,01/01/2019,False
CSTL,0.0145,168320.18,01/01/2019,False
GPKR,0.08708,168110.67,01/01/2019,False
CRC,0.03578,164513.52,01/01/2019,False
ENGT,0.0003922,162848.78,01/01/2019,False
XOV,0.001386,162558.95,01/01/2019,False
DFT,0.01977,161422.56,01/01/2019,False
APR,0.02913,158278.51,01/01/2019,False
ALT,0.0002224,157384.95,01/01/2019,False
AMN,0.0003653,155859.75,01/01/2019,False
GENE,0.0005183,152788.91,01/01/2019,False
TELOS,0.003671,151723.61,01/01/2019,False
XGOX,6.35e-05,151097.6,01/01/2019,False
BTCS,0.008555,150703.5,01/01/2019,False
NDX,9.944e-06,148989.08,01/01/2019,False
TOKC,0.0006537,148702.52,01/01/2019,False
OCL,0.003176,147699.5,01/01/2019,False
ASAFE,0.01494,145293.86,01/01/2019,False
LDC,0.0001772,139017.15,01/01/2019,False
GNR,0.01193,135284.66,01/01/2019,False
ITT,0.01374,134899.4,01/01/2019,False
BLOC,0.01631,132288.57,01/01/2019,False
SUR,0.5628,132087.05,01/01/2019,False
QUAN,0.03649,127861.71,01/01/2019,False
TDS,0.01243,127728.86,01/01/2019,False
NCP,1.219e-06,127411.17,01/01/2019,False
PGN,7.794e-05,127184.38,01/01/2019,False
AEG,0.004786,125784.75,01/01/2019,False
IRD,0.008281,123138.65,01/01/2019,False
HUR,0.0005918,122363.26,01/01/2019,False
RUPX,0.003255,121952.56,01/01/2019,False
DTRC,0.0009425,120413.46,01/01/2019,False
VIVID,0.0289,119491.5,01/01/2019,False
PKG,1.329e-05,119245.71,01/01/2019,False
JET,0.01734,118316.38,01/01/2019,False
PRJ,0.01835,117338.88,01/01/2019,False
NTK,2.93e-05,116482.67,01/01/2019,False
FBN,7.12e-06,116133.14,01/01/2019,False
CRAVE,0.007265,111633.39,01/01/2019,False
HELP,0.03528,110963.25,01/01/2019,False
IG,5.806e-05,106738.01,01/01/2019,False
XBL,0.0321,104912.46,01/01/2019,False
PRIV,0.006461,104136.52,01/01/2019,False
LOBS,0.008208,101487.88,01/01/2019,False
XPAT,5.402e-06,101124.95,01/01/2019,False
DOR,0.0002789,99174.53,01/01/2019,False
MMO,0.0021,99110.67,01/01/2019,False
QNO,0.0902,96978.68,01/01/2019,False
MASH,0.002948,93406.49,01/01/2019,False
ARCT,0.001019,91818.7,01/01/2019,False
VOCO,0.0006173,91476.6,01/01/2019,False
BSTY,0.00553,87908.67,01/01/2019,False
KWH,8.16e-05,84724.26,01/01/2019,False
PAWS,0.4322,80940.63,01/01/2019,False
SOUL,0.0006547,78695.2,01/01/2019,False
ETG,0.006436,77230.18,01/01/2019,False
BTA,0.01505,75994.92,01/01/2019,False
CYL,0.1329,75033.86,01/01/2019,False
WIT,4.893e-05,73398.7,01/01/2019,False
BUNNY,0.0006161,72569.31,01/01/2019,False
CYMT,5.076e-06,72554.44,01/01/2019,False
TOTO,1.505e-05,71837.52,01/01/2019,False
VIKKY,1.834e-05,68370.01,01/01/2019,False
NZL,0.0109,63651.23,01/01/2019,False
PLAN,0.002312,62355.01,01/01/2019,False
RPI,0.0001164,62012.37,01/01/2019,False
MICRO,4.417e-06,61831.62,01/01/2019,False
BITS,0.001102,60920.04,01/01/2019,False
WHL,0.005935,60493.65,01/01/2019,False
TYPE,0.0006158,59116.02,01/01/2019,False
UNIFY,0.003192,57885.4,01/01/2019,False
BTCN,0.005793,56777.19,01/01/2019,False
QURO,0.005905,56337.85,01/01/2019,False
MFIT,0.06159,55669.02,01/01/2019,False
CHESS,0.001014,54800.61,01/01/2019,False
ALT,0.4427,54534.26,01/01/2019,False
WTN,3.616e-06,52950.36,01/01/2019,False
TCH,0.001302,52237.7,01/01/2019,False
MCAP,0.00494,51823.96,01/01/2019,False
ELTCOIN,0.0005586,50275.77,01/01/2019,False
KKC,0.006865,45819.66,01/01/2019,False
NOX,0.002571,44076.31,01/01/2019,False
NRP,5.603e-06,41224.36,01/01/2019,False
EMPR,1.97e-08,39583.3,01/01/2019,False
EGX,0.001152,38703.89,01/01/2019,False
TEAM,0.003396,38516.82,01/01/2019,False
BIT,0.0006579,34730.84,01/01/2019,False
DIN,0.003922,33555.2,01/01/2019,False
BTX,0.01159,33204.35,01/01/2019,False
DSR,0.005163,31982.44,01/01/2019,False
DELTA,6.205e-06,27793.21,01/01/2019,False
DATP,3.067e-06,27787.95,01/01/2019,False
NYEX,0.001436,27378.95,01/01/2019,False
PEC,0.0007707,27067.5,01/01/2019,False
STN,0.009114,26674.34,01/01/2019,False
BTR,0.001118,26456.24,01/01/2019,False
GOSS,0.0002077,25463.66,01/01/2019,False
BNC,4.656e-05,24965.1,01/01/2019,False
MFTU,9.283e-05,22743.6,01/01/2019,False
MRI,0.006453,22145.71,01/01/2019,False
HAVY,4.206e-06,21459.16,01/01/2019,False
JOINT,0.0008485,18562.8,01/01/2019,False
AAA,0.001063,16035.47,01/01/2019,False
IMP,0.03057,15955.91,01/01/2019,False
YLC,0.0004798,14152.77,01/01/2019,False
PNY,0.002429,13723.01,01/01/2019,False
CTRT,2.546e-06,13495.96,01/01/2019,False
KUN,6.13,12254.36,01/01/2019,False
BTC,3487.95,61088747491.29,01/02/2019,False
XRP,0.3085,12699646520.02,01/02/2019,False
ETH,107.61,11263815609.94,01/02/2019,False
EOS,2.34,2120782710.68,01/02/2019,False
BCH,116.56,2051265821.58,01/02/2019,False
LTC,32.83,1978856938.99,01/02/2019,False
TRX,0.02627,1751407526.17,01/02/2019,False
XLM,0.08358,1602022105.56,01/02/2019,False
BSV,64.35,1132412158.75,01/02/2019,False
ADA,0.03868,1002816587.79,01/02/2019,False
BNB,6.56,847729319.43,01/02/2019,False
XMR,43.72,732932070.76,01/02/2019,False
MIOTA,0.2591,720086989.68,01/02/2019,False
DASH,67.49,580896463.23,01/02/2019,False
NEO,7.03,457113160.06,01/02/2019,False
ETC,3.95,426539328.95,01/02/2019,False
XEM,0.04099,368880644.42,01/02/2019,False
ZEC,48.75,282886027.54,01/02/2019,False
WAVES,2.73,273246037.01,01/02/2019,False
MKR,369.97,269420069.7,01/02/2019,False
XTZ,0.3825,232392407.1,01/02/2019,False
DOGE,0.001916,226308066.91,01/02/2019,False
VET,0.003928,217801451.11,01/02/2019,False
ONT,0.5443,176493386.13,01/02/2019,False
BTG,10.12,176150058.26,01/02/2019,False
HOT,0.001278,170262590.95,01/02/2019,False
QTUM,1.86,165672264.34,01/02/2019,False
OMG,1.09,153332190.47,01/02/2019,False
ZIL,0.01834,151129853.69,01/02/2019,False
DCR,15.89,146964098.13,01/02/2019,False
LINK,0.4193,146742213.98,01/02/2019,False
ZRX,0.2483,144986044.6,01/02/2019,False
REP,12.79,140668038.16,01/02/2019,False
BAT,0.1117,137338884.44,01/02/2019,False
LSK,1.11,126811405.12,01/02/2019,False
NANO,0.8599,114583660.92,01/02/2019,False
BCD,0.7228,111142074.55,01/02/2019,False
BCN,0.0005852,107707604.52,01/02/2019,False
BTS,0.03835,103064402.15,01/02/2019,False
DGB,0.008863,100892395.29,01/02/2019,False
NPXS,0.0005973,99512176.35,01/02/2019,False
ICX,0.1929,91296656.79,01/02/2019,False
XVG,0.005964,90488087.9,01/02/2019,False
SC,0.002286,89634666.97,01/02/2019,False
AE,0.3709,86427075.69,01/02/2019,False
STEEM,0.274,85951059.65,01/02/2019,False
R,0.1633,79095058.3,01/02/2019,False
STRAT,0.7785,77220689.5,01/02/2019,False
BTM,0.07658,76769943.36,01/02/2019,False
KMD,0.6482,72360775.3,01/02/2019,False
IOST,0.005664,68050688.1,01/02/2019,False
SNT,0.01843,63967890.49,01/02/2019,False
PPT,1.2,63682103.53,01/02/2019,False
ETN,0.00679,60113098.52,01/02/2019,False
REPO,0.5105,56134918.21,01/02/2019,False
CNX,1.0,55820075.21,01/02/2019,False
GNT,0.05667,54611962.7,01/02/2019,False
AOA,0.008015,52438645.23,01/02/2019,False
ARDR,0.05238,52327026.77,01/02/2019,False
FCT,5.89,51510755.71,01/02/2019,False
ODE,0.2197,48723360.32,01/02/2019,False
MAID,0.1071,48476274.81,01/02/2019,False
INB,0.2886,48066325.15,01/02/2019,False
HT,0.9384,46917872.27,01/02/2019,False
LRC,0.05775,45560253.06,01/02/2019,False
ARK,0.3898,42126805.21,01/02/2019,False
XIN,94.07,42068268.42,01/02/2019,False
THETA,0.05812,41293892.31,01/02/2019,False
HC,0.923,40180044.23,01/02/2019,False
WTC,0.9443,38716745.39,01/02/2019,False
LKY,0.7582,37907566.92,01/02/2019,False
PIVX,0.6597,37460736.05,01/02/2019,False
RDD,0.00124,35736663.54,01/02/2019,False
MANA,0.03395,35655637.94,01/02/2019,False
PAI,0.03151,34849211.38,01/02/2019,False
EURS,1.12,34706461.0,01/02/2019,False
EVR,0.07307,33409460.26,01/02/2019,False
AION,0.116,32829495.64,01/02/2019,False
KCS,0.363,32644287.68,01/02/2019,False
GXC,0.5438,32626827.12,01/02/2019,False
MONA,0.4893,32037442.14,01/02/2019,False
DGD,16.0,32009031.82,01/02/2019,False
XZC,4.72,31619660.76,01/02/2019,False
CRO,0.01263,31541810.57,01/02/2019,False
MCO,1.98,31219270.38,01/02/2019,False
ELA,2.14,31083526.15,01/02/2019,False
RVN,0.01103,30991507.83,01/02/2019,False
POWR,0.07826,30984162.99,01/02/2019,False
NEXO,0.0546,30578624.03,01/02/2019,False
BNT,0.4838,30541062.7,01/02/2019,False
DENT,0.001012,30444472.14,01/02/2019,False
WAXP,0.03177,29784083.16,01/02/2019,False
WAN,0.2763,29327793.75,01/02/2019,False
VERI,13.54,29113227.91,01/02/2019,False
PAY,0.2515,28754637.49,01/02/2019,False
ELF,0.1007,28182039.81,01/02/2019,False
MOAC,0.4492,28061310.75,01/02/2019,False
CENNZ,0.03484,28011803.77,01/02/2019,False
BCZERO,0.01641,27541258.77,01/02/2019,False
POLY,0.09332,27414185.61,01/02/2019,False
ETP,0.4865,26716475.76,01/02/2019,False
APL,0.001808,26551596.47,01/02/2019,False
NULS,0.4064,25617929.82,01/02/2019,False
NXT,0.02537,25347976.08,01/02/2019,False
DGTX,0.0343,25295024.31,01/02/2019,False
RNT,0.09162,25224905.95,01/02/2019,False
LOOM,0.03905,24905729.17,01/02/2019,False
NAS,0.5282,24034089.38,01/02/2019,False
ZEN,4.11,23525966.54,01/02/2019,False
SYS,0.0424,23213412.19,01/02/2019,False
QKC,0.02864,22958985.96,01/02/2019,False
QASH,0.06551,22927178.72,01/02/2019,False
QNT,2.33,22801484.43,01/02/2019,False
AGI,0.04216,22750621.03,01/02/2019,False
WICC,0.1195,22591908.03,01/02/2019,False
CREDO,0.04069,22373484.84,01/02/2019,False
SAN,0.3534,22146149.68,01/02/2019,False
ENJ,0.02891,22035749.37,01/02/2019,False
FUN,0.003923,21847390.13,01/02/2019,False
EDR,0.02998,21449257.23,01/02/2019,False
GBC,0.1966,20832614.85,01/02/2019,False
MGO,0.2079,20786095.01,01/02/2019,False
OSA,0.02351,20282878.52,01/02/2019,False
ENG,0.2681,20065540.59,01/02/2019,False
RLC,0.2498,20004786.53,01/02/2019,False
EDO,0.678,19838502.81,01/02/2019,False
GBYTE,28.88,19612119.3,01/02/2019,False
GAS,1.93,19590580.24,01/02/2019,False
SXDT,0.2349,19281279.43,01/02/2019,False
NXS,0.3218,19211471.43,01/02/2019,False
KIN,2.508e-05,18966126.93,01/02/2019,False
PART,2.31,18616161.68,01/02/2019,False
KNC,0.1184,18604613.2,01/02/2019,False
TOMO,0.3147,18516983.65,01/02/2019,False
CMT,0.02309,18470658.98,01/02/2019,False
SUB,0.04812,18430625.94,01/02/2019,False
DRGN,0.07725,18418298.68,01/02/2019,False
BTCP,0.8871,18207209.93,01/02/2019,False
STORJ,0.133,18056422.97,01/02/2019,False
IOTX,0.006778,17113679.06,01/02/2019,False
BRD,0.1916,17005743.32,01/02/2019,False
SALT,0.2093,16804619.67,01/02/2019,False
CVC,0.04815,16501896.8,01/02/2019,False
MFT,0.003124,16181880.83,01/02/2019,False
MITH,0.03296,16133140.73,01/02/2019,False
IGNIS,0.02111,16070748.41,01/02/2019,False
AUTO,0.002343,15872103.96,01/02/2019,False
NEC,0.1926,15861667.59,01/02/2019,False
XPX,0.002586,15766083.14,01/02/2019,False
CHX,0.2093,15631063.0,01/02/2019,False
TCT,0.03226,15530943.18,01/02/2019,False
MXM,0.01025,15464830.56,01/02/2019,False
C20,0.3819,15422004.68,01/02/2019,False
GVT,3.46,15329322.8,01/02/2019,False
HYC,0.008586,15100985.74,01/02/2019,False
DCN,4.594e-05,15015225.06,01/02/2019,False
EDG,0.1473,14681236.01,01/02/2019,False
CTXC,0.09779,14648587.51,01/02/2019,False
GRS,0.2036,14626471.83,01/02/2019,False
LOC,0.9747,14573828.01,01/02/2019,False
REQ,0.01973,14395555.32,01/02/2019,False
CND,0.009797,14166247.07,01/02/2019,False
MDA,0.721,14151835.34,01/02/2019,False
STORM,0.002697,13899792.66,01/02/2019,False
BOS,0.02743,13817507.31,01/02/2019,False
SRN,0.02808,13811005.17,01/02/2019,False
VTC,0.2846,13662014.46,01/02/2019,False
NEBL,0.9746,13661811.95,01/02/2019,False
BIX,0.123,13645563.4,01/02/2019,False
UNO,68.2,13632601.25,01/02/2019,False
EVN,0.6121,13627770.64,01/02/2019,False
XYO,0.002441,13624577.96,01/02/2019,False
VGX,0.1446,13478428.21,01/02/2019,False
GNO,12.13,13397535.64,01/02/2019,False
OCN,0.00212,13221218.29,01/02/2019,False
TRUE,0.2159,13105525.04,01/02/2019,False
GO,0.01932,13033385.55,01/02/2019,False
GTO,0.02432,12991227.44,01/02/2019,False
BFT,0.02042,12865518.22,01/02/2019,False
QBIT,4.59,12863248.26,01/02/2019,False
LML,0.1042,12505373.14,01/02/2019,False
TEL,0.0003568,12461918.48,01/02/2019,False
TEN,0.06217,12434762.54,01/02/2019,False
PPC,0.4891,12316265.8,01/02/2019,False
BCO,0.4534,12241521.76,01/02/2019,False
TKY,0.002409,12191132.63,01/02/2019,False
WGR,0.06769,12150550.7,01/02/2019,False
DATA,0.01759,11910630.96,01/02/2019,False
NSD,0.6169,11877203.07,01/02/2019,False
SLT,2.32,11832092.92,01/02/2019,False
BZNT,0.02302,11806305.3,01/02/2019,False
POE,0.004774,11735167.12,01/02/2019,False
SKY,0.9341,11718316.9,01/02/2019,False
PMA,0.0005573,11661311.92,01/02/2019,False
BTC,3859.58,67796965743.35,01/03/2019,False
ETH,136.44,14335957424.63,01/03/2019,False
XRP,0.3173,13146898194.02,01/03/2019,False
EOS,3.52,3186278436.37,01/03/2019,False
LTC,47.49,2882042602.6,01/03/2019,False
BCH,132.96,2346655914.99,01/03/2019,False
XLM,0.08583,1649050086.99,01/03/2019,False
BNB,11.39,1608442973.16,01/03/2019,False
TRX,0.02373,1582095414.82,01/03/2019,False
BSV,67.0,1182343363.51,01/03/2019,False
ADA,0.04328,1122108425.89,01/03/2019,False
XMR,49.56,833981002.95,01/03/2019,False
MIOTA,0.2981,828584384.27,01/03/2019,False
DASH,83.4,722159553.42,01/03/2019,False
MKR,667.27,667265225.58,01/03/2019,False
NEO,9.02,586247389.31,01/03/2019,False
ETC,4.29,465663257.53,01/03/2019,False
XEM,0.04311,387981308.26,01/03/2019,False
ZEC,52.29,313866581.4,01/03/2019,False
ONT,0.9378,304110776.89,01/03/2019,False
WAVES,2.71,270731425.28,01/03/2019,False
VET,0.004597,254937303.43,01/03/2019,False
XTZ,0.4117,250075550.79,01/03/2019,False
DOGE,0.001994,236294433.63,01/03/2019,False
BTG,12.68,220775802.97,01/03/2019,False
BAT,0.1646,204167751.64,01/03/2019,False
QTUM,2.13,190474973.16,01/03/2019,False
OMG,1.33,186841382.93,01/03/2019,False
DCR,16.64,156408219.97,01/03/2019,False
LINK,0.4318,151124739.13,01/03/2019,False
ZRX,0.249,145490916.71,01/03/2019,False
ZIL,0.01726,142901329.58,01/03/2019,False
LSK,1.22,140623310.88,01/03/2019,False
REP,12.78,140606277.94,01/03/2019,False
THETA,0.1402,140232113.14,01/03/2019,False
HOT,0.00105,139925331.53,01/03/2019,False
ICX,0.2941,139211318.38,01/03/2019,False
ABBC,0.3389,134485388.36,01/03/2019,False
DGB,0.01163,133664789.6,01/03/2019,False
BCN,0.0006838,125856464.48,01/03/2019,False
BTS,0.04625,124672499.71,01/03/2019,False
STEEM,0.3953,123387974.56,01/03/2019,False
NANO,0.8909,118708424.27,01/03/2019,False
NPXS,0.0006885,117294122.3,01/03/2019,False
BCD,0.7411,113953867.26,01/03/2019,False
KMD,1.01,113225520.91,01/03/2019,False
AE,0.4588,106919032.03,01/03/2019,False
SC,0.002421,95987765.06,01/03/2019,False
XVG,0.006085,92315711.43,01/03/2019,False
IOST,0.00762,91549228.11,01/03/2019,False
BTM,0.08861,88835061.82,01/03/2019,False
STRAT,0.8783,87150898.83,01/03/2019,False
SNT,0.02029,70423277.35,01/03/2019,False
HT,1.41,70277792.58,01/03/2019,False
REPO,0.6199,68164607.86,01/03/2019,False
GNT,0.06663,64205562.92,01/03/2019,False
PPT,1.2,63656692.88,01/03/2019,False
XIN,142.39,62877255.58,01/03/2019,False
ARK,0.5731,62288846.01,01/03/2019,False
CNX,1.11,61822134.11,01/03/2019,False
ENJ,0.078,59495977.5,01/03/2019,False
ETN,0.00645,58194422.61,01/03/2019,False
MAID,0.1276,57745838.07,01/03/2019,False
FCT,6.19,57276069.13,01/03/2019,False
R,0.118,57159448.33,01/03/2019,False
ARDR,0.05697,56914223.28,01/03/2019,False
HC,1.16,50708631.76,01/03/2019,False
RVN,0.01575,47413820.92,01/03/2019,False
WTC,1.12,45999653.57,01/03/2019,False
INB,0.2752,45827875.29,01/03/2019,False
LRC,0.05773,45550522.99,01/03/2019,False
AOA,0.006934,45365036.86,01/03/2019,False
NEXO,0.08055,45109629.46,01/03/2019,False
ELF,0.1611,45106522.18,01/03/2019,False
MANA,0.04273,44869393.64,01/03/2019,False
PAI,0.0313,44215779.88,01/03/2019,False
PIVX,0.7576,43017301.07,01/03/2019,False
KCS,0.4767,42871563.12,01/03/2019,False
ODE,0.1924,42855326.75,01/03/2019,False
MCO,2.63,41515998.14,01/03/2019,False
POWR,0.1036,41044933.21,01/03/2019,False
QNT,4.19,40919120.85,01/03/2019,False
CRO,0.01251,40527752.79,01/03/2019,False
WAXP,0.04307,40383976.89,01/03/2019,False
GXC,0.6646,39873471.67,01/03/2019,False
LKY,0.7922,39609072.27,01/03/2019,False
ETP,0.6858,39352505.53,01/03/2019,False
XZC,5.45,37632594.67,01/03/2019,False
MOAC,0.6007,37518815.87,01/03/2019,False
QBIT,13.24,37155586.58,01/03/2019,False
VERI,17.11,36772814.62,01/03/2019,False
QASH,0.1048,36691035.9,01/03/2019,False
LOOM,0.05346,35532704.86,01/03/2019,False
DGTX,0.04791,35331279.56,01/03/2019,False
EURS,1.13,34984431.14,01/03/2019,False
RDD,0.001194,34404496.25,01/03/2019,False
DGD,16.89,33770429.98,01/03/2019,False
WAN,0.3178,33733439.4,01/03/2019,False
AION,0.1149,33532623.04,01/03/2019,False
ZEN,5.51,32589397.91,01/03/2019,False
SAN,0.5198,32571206.15,01/03/2019,False
BNT,0.5248,32430085.55,01/03/2019,False
MONA,0.4873,32030333.43,01/03/2019,False
KNC,0.2022,31779724.45,01/03/2019,False
TOMO,0.5337,31538260.97,01/03/2019,False
STORJ,0.2319,31484276.56,01/03/2019,False
ELA,2.11,30914961.64,01/03/2019,False
QKC,0.03256,30476154.97,01/03/2019,False
POLY,0.08746,30428014.2,01/03/2019,False
DENT,0.0008939,29012882.92,01/03/2019,False
NAS,0.6315,28734882.93,01/03/2019,False
TKN,0.9847,28577710.12,01/03/2019,False
SYS,0.05035,27647368.92,01/03/2019,False
BTCP,1.33,27527292.17,01/03/2019,False
LA,0.07883,27164920.79,01/03/2019,False
GBYTE,39.7,26956705.93,01/03/2019,False
NULS,0.4239,26896817.31,01/03/2019,False
PAY,0.2337,26723643.21,01/03/2019,False
RLC,0.3325,26624169.33,01/03/2019,False
WICC,0.1397,26406223.93,01/03/2019,False
AGI,0.04759,25684152.82,01/03/2019,False
ENG,0.3372,25232152.18,01/03/2019,False
GAS,2.46,24878161.3,01/03/2019,False
NXT,0.02471,24684510.51,01/03/2019,False
CMT,0.03,23998580.0,01/03/2019,False
FUN,0.003843,23153023.85,01/03/2019,False
HEDG,0.3206,23084431.16,01/03/2019,False
EDO,0.7756,22696113.77,01/03/2019,False
CVC,0.06077,20826946.57,01/03/2019,False
DTR,0.01678,20354634.49,01/03/2019,False
DRGN,0.08516,20303885.99,01/03/2019,False
MXM,0.01231,20303390.32,01/03/2019,False
CTXC,0.1344,20139307.21,01/03/2019,False
EDR,0.02774,20034771.44,01/03/2019,False
VTC,0.4131,19996645.65,01/03/2019,False
IOTX,0.007903,19955494.03,01/03/2019,False
UNO,99.67,19936087.91,01/03/2019,False
CENNZ,0.02467,19851637.32,01/03/2019,False
BRD,0.2223,19722642.29,01/03/2019,False
MITH,0.03845,19487282.28,01/03/2019,False
THR,226.87,19480600.61,01/03/2019,False
APL,0.001325,19450714.87,01/03/2019,False
KIN,2.565e-05,19392882.71,01/03/2019,False
DAC,0.008481,19325990.33,01/03/2019,False
XPX,0.003166,19304322.83,01/03/2019,False
CND,0.01323,19123506.63,01/03/2019,False
GETX,0.06285,18855224.89,01/03/2019,False
B2G,0.3703,18444611.02,01/03/2019,False
BIX,0.1656,18376147.6,01/03/2019,False
GVT,4.14,18331874.76,01/03/2019,False
NEC,0.22,18116747.24,01/03/2019,False
MLN,15.6,17888702.53,01/03/2019,False
PART,2.2,17789272.68,01/03/2019,False
BCZERO,0.008804,17702312.87,01/03/2019,False
RNT,0.06382,17627253.69,01/03/2019,False
INO,0.8807,17613798.65,01/03/2019,False
CREDO,0.03198,17586584.21,01/03/2019,False
MDA,0.8936,17540738.26,01/03/2019,False
TCT,0.03631,17478294.39,01/03/2019,False
NXS,0.2909,17368805.76,01/03/2019,False
CHX,0.2302,17289586.0,01/03/2019,False
PZM,0.2299,17270365.68,01/03/2019,False
TRUE,0.2796,17159072.49,01/03/2019,False
BLOCK,3.05,17083723.57,01/03/2019,False
MOC,0.07382,16983260.49,01/03/2019,False
EDG,0.1703,16965587.63,01/03/2019,False
GRS,0.2338,16840034.2,01/03/2019,False
GTO,0.0315,16828470.96,01/03/2019,False
MFT,0.00288,16546677.78,01/03/2019,False
NEBL,1.16,16356106.66,01/03/2019,False
SMART,0.01143,16166197.05,01/03/2019,False
FSN,0.54,16119459.48,01/03/2019,False
SKY,1.16,15871312.5,01/03/2019,False
REQ,0.02171,15840638.85,01/03/2019,False
TEL,0.0004509,15753101.13,01/03/2019,False
TPAY,0.9892,15698473.23,01/03/2019,False
S4F,0.3814,15666073.54,01/03/2019,False
C20,0.3874,15628258.48,01/03/2019,False
RDN,0.3062,15491431.4,01/03/2019,False
AUTO,0.002259,15306309.95,01/03/2019,False
COSM,0.02279,15290192.36,01/03/2019,False
ECOREAL,0.08548,15257082.35,01/03/2019,False
OSA,0.01765,15227311.99,01/03/2019,False
TRXC,3.242e-05,15080445.92,01/03/2019,False
PLC,21.44,15005560.98,01/03/2019,False
STORM,0.002742,14954605.4,01/03/2019,False
MGO,0.1494,14941928.7,01/03/2019,False
XYO,0.002625,14848338.81,01/03/2019,False
GO,0.02116,14620706.89,01/03/2019,False
GNO,13.05,14409560.31,01/03/2019,False
POE,0.004542,14267645.58,01/03/2019,False
CWV,0.005174,14258853.69,01/03/2019,False
